IC_01,IC_02,IC_03,IC_04,IC_05,IC_06,IC_07,IC_08,IC_09,IC_11,IC_12,IC_13,IC_15,IC_17,IC_18
0.134336517633193,0.13853349525521153,0.10702107175953968,0.08761436343675721,-0.09889353679806856,-0.15896844585339198,0.06642164666210726,0.21391046095971733,0.09547279832037359,-0.17998611411439924,0.020341037276805363,-0.05292358603409464,-0.20399526455434724,0.2175268249763298,0.24444200467101912
0.28915486089627884,0.24520666470257546,0.2689529597693989,0.25280957008244687,-0.251810673668337,-0.3357300168432724,0.16492900343786765,0.22643504161573347,0.25781123887840773,-0.3341912376776026,0.2460562311860841,-0.22934232729287363,-0.18890376828875444,0.2681527205116929,0.2402416080821263
0.01396656729335466,0.1687457592196504,0.318629470287362,-0.0028146124065824285,-0.3588129073453854,-0.09069168927114402,-0.05490911685653099,-0.09831816320900533,0.120174753922484,-0.02982243371297466,0.117082973015886,-0.3220458377224802,-0.13469014455732298,-0.4981937369811604,-0.33839866700851595
0.2081490803807995,0.2253613719797105,0.29131613022881475,0.1454868687544495,-0.22849919493440063,-0.39544799617897364,0.22457770848837777,0.20471615911822183,0.13541375945277556,-0.3811337465593103,0.11606478512834095,-0.0922384195877688,-0.19132328245866037,0.4865870881665132,0.4144684962780546
-0.07736984272331249,-0.11977192724965047,-0.16691667410540467,-0.07709005301728067,0.11636657716281151,-0.035398904081503924,-0.034347253667681876,0.011982168500944468,-0.08491383222847038,-0.05368551759384066,-0.19292882379962228,0.10922401970133433,0.27720287231553864,0.3231207693167333,0.40134703164888175
0.135960601281768,0.15084521402537932,0.13298723575681137,0.14698167800045536,-0.13656921887117757,-0.10178172877285108,0.19428391866266037,0.13236401372223594,0.17771742454386286,-0.1117021228696029,0.13369632055816894,-0.21750134802003496,-0.15464214466826998,-0.13272897183722754,-0.14608837983573658
0.08229636532251305,0.0996511821581223,0.002169851003093193,0.03811805360882192,-0.012315080291959601,-0.023501531922931695,0.07764041408130562,0.04291486290542412,0.12911452257665412,0.07217271682588566,-0.031639887750385176,0.1615669588160875,0.07550801172379029,0.1897715060046153,0.07655790544557378
-0.04012006519506395,-0.09862879526509083,-0.1328839961431849,-0.07754357152813562,0.19850890810831956,0.20351878433334725,-0.26017729870435913,0.06436248168876291,0.04205383655018413,0.21028043052951162,-0.017575120927481258,0.047137174996586095,0.5025731028209726,0.11739895636767272,-0.16285773791039895
0.23586048880823363,0.2435551906457325,0.30999091733305084,0.18456331342848742,-0.23466238769573566,-0.22039256206419333,0.12963400161369676,0.2631000720903025,0.2282751882918812,-0.23197629557463695,0.2947187235405,-0.36442391844182254,0.3786321461197202,0.1077506576698899,-0.1168943372381206
0.3261863678661705,0.4859335781242913,0.600836708672549,0.4366230351008602,-0.5661793521564731,-0.27032586833118843,0.19963705737163395,-0.19287139716750112,0.6333142416546629,-0.018775168155975575,0.9120096105334207,-0.4649449771582497,-0.4591993463169425,-0.8453581355483657,-0.9260622831407356
-0.17638731225643656,-0.16918092066952073,-0.179232643124831,-0.1584284696531133,0.15962796877425078,0.14443232050213317,-0.3326239528802657,-0.09113739843935864,-0.11952324369076273,0.1449369249952024,-0.08756743103586873,0.3037714271323899,0.33824983926965047,-0.0030128105405780037,0.2286620763856657
0.2776413940121032,0.21565379869221069,0.22355881156248447,0.23222027727874495,-0.18349196305436832,-0.24066591995185949,0.12342569791568692,0.298059077011126,0.37928325541750607,0.015320223857597126,0.33841389356131146,-0.038190889735536526,-0.015022576232403884,0.20679288088350112,-0.11741770329161914
-0.14606524826503864,-0.18484977845489747,-0.27425287995952585,-0.07284145127444508,0.24894868295405237,0.2743741404755071,-0.08335011633197742,-0.08336677969873563,-0.10400011116936425,0.4026570125225888,0.024139982296423224,0.18269094529464747,0.3621592151398426,-0.01819641137261957,-0.15995488661541646
0.09152721989643808,-0.025120252520383968,0.02553931785918717,0.020347437220574083,0.04955216643348681,-0.13664172440711142,0.07727755846874751,0.10748556686946098,-0.12265601425191397,-0.19555437743284232,-0.14215770403510186,0.1600563142937339,0.08393739661502675,0.5197467757418065,0.5238288763654442
-0.014098150509672447,0.07388005556815402,-0.012999663352019963,0.044151512242892155,0.01903955816567171,0.27192517569621644,-0.06569607391890142,-0.16302496969711977,0.16618439948235308,0.3482353543929628,0.3437640307160468,-0.30675774138537903,0.15002059009426594,-0.6581215678149874,-0.7939964211498298
0.22239299808323088,0.22851752237902478,0.17449624895314342,0.18475224758021191,-0.10982780746274234,-0.10588881976091735,0.13522255608389333,0.046062867063849655,0.27391185195275347,0.053254617642549684,0.3378421303743995,-0.26424146578667673,-0.23261362671130392,-0.36996976068453236,-0.41884644113653147
0.009922099282084762,-0.05146426158805473,0.010495298375333473,-0.0012182915985570197,-0.004499415565080822,-0.005327557449404496,-0.06314916121611791,-0.015913649506846594,0.03694387225318474,0.018117418812310104,0.027496730516334056,-0.05233135935056232,-0.10420325285640253,0.012295327512973242,-0.1405343879799521
-0.017448717805625735,0.02356759948147702,0.01339972911759113,-0.004408890905616136,0.021314650456399686,0.04356590891255063,0.12805307665602683,0.055802836543119794,-0.18470533464926664,-0.06076355750743678,-0.13534602238509374,0.08243456903513335,-0.2641359980003273,0.1497141362700336,0.1137749881458405
-0.10319186296365546,-0.09082963161858681,-0.1621383879688003,-0.1048353971091549,0.20147727745482125,0.23240689082467658,-0.09219952244821927,-0.09229745965353509,-0.06314054838578165,0.24070640490283335,0.011888766711238397,0.19035239349213362,0.0690568305861552,-0.1635442269833508,-0.18523054739016048
0.20644766404171988,0.306680810614955,0.27455736335853453,0.20599441623610493,-0.23749952726522294,-0.17165665414673215,0.25952472325068254,0.09322527079740794,0.2457083744689308,-0.20044143817667393,0.15660157515349504,-0.24672162845766432,-0.513817100106583,-0.3789316701185521,-0.27644449553643974
-0.0557863667716092,-0.07204626589714835,-0.08171543839044393,-0.10034872933360361,0.12880501467633154,0.05304691797426053,-0.07439066767397673,-0.1480480074264201,-0.10039096456890562,0.08002361874594932,-0.05005991378731234,0.10672678596717677,0.07354427126711682,0.1008834710756159,0.10815804811184093
0.0004411078329453755,-0.008716403803379125,0.01873167557260258,-0.04942646139638929,-0.018493933144462238,-0.08397965964257326,-0.040823007753187035,0.04906800693858426,-0.01431240029703873,-0.12058905975076417,-0.1071990693853444,0.14872801792789891,0.3674842239874041,0.28984230220895596,0.1889883254873907
0.11818589650002709,-0.01633644636185716,-0.0030977265377551966,0.10213529750198846,-0.09563117341777594,0.005435794593098731,0.037039844286633095,0.16189734086478302,0.22604199639336153,-0.03436690879221538,-0.03324281388222228,0.12120404402288032,0.002546055458858776,0.2024510383873852,0.2464894504648797
-0.13572929798476863,-0.12790054404670537,-0.03249460595158271,-0.1997299206553078,0.12610981436296864,0.11204814908330474,0.050639231064269596,0.03556823872573256,-0.09512835097379613,0.08092627905901839,-0.15201366201441724,0.23579236312069818,0.30525825571504983,-0.08066205003704063,0.07049736319343064
-0.11395574148741416,-0.17380791290742037,-0.12343869073202285,-0.18303634137279978,0.2037300861061393,0.17156485040518854,-0.18759709315805484,-0.005336167021748883,-0.19922747200800983,0.14900025382333082,-0.14800746272573928,0.005602289377911962,0.11455281414450824,-0.5182570301852312,0.012984994693825858
-0.050586302010039,-0.03936644555553048,-0.055758586819784295,-0.06509403813222603,0.070992763471186,0.16919951497128016,0.07089404933389254,-0.1271500927578204,-0.053438387884044536,0.10867803726636471,0.020971916448595085,0.15730521474836512,-0.10627177733434245,-0.21355578252677276,-0.3092361804178694
0.2898218321083743,0.510248781414451,0.4319878151529881,0.3650104528879805,-0.3878984537692698,-0.32215505219742324,0.17778962570342838,0.3652734531766737,0.3494137000904728,-0.3477422469877931,0.4681449413269305,-0.5432321501527597,-0.07127685678862114,-0.19658470739048878,-0.20701376779929295
0.007135318744470043,-0.07409507992078934,-0.04035393773691842,-0.005000504481756263,0.026416445591379567,0.018110538833649104,-0.13487352490680493,-0.020687529449338937,0.01724124873086108,0.11142992050729816,-0.0180436637699819,0.01666534813466991,-0.03329045912694517,0.03870190804370044,-0.01092649522994954
-0.057764485137018484,-0.06024477359399438,-0.09064566572712107,-0.033029669246711135,0.11665730856516321,0.1649748904623629,0.09105717430875471,0.010304340587542038,-0.14155737514485112,0.10728263565869733,-0.012297174022090074,0.17207576591666496,0.02995043747863435,-0.15620258638315965,-0.02014142770425606
-0.23419240003423014,-0.1737044033905648,-0.2352580436441276,-0.14399473130958995,0.18897686453796947,0.48581642488247034,-0.28999469796279853,-0.3058878072233002,-0.03196111242218036,0.453116990603849,0.057398404034454176,0.02673533134460393,0.20204595411278348,-0.7276655241099768,-0.6955108447036626
0.2535554214184741,0.288580895568042,0.22284057181516959,0.30159743122279603,-0.22041532330030944,-0.12495011785682375,0.2456591851096679,0.32735001000834774,0.22100283485149474,-0.14998117138349998,0.3192896051706493,-0.338740839465806,-0.384407141631276,0.16891852219102943,-0.1644064503703469
-0.04736845770135201,-0.14079748159300887,-0.13817326738157565,-0.06145021940200124,0.20146402586245227,0.23714767171798323,-0.2876055911211961,-0.2295296027676592,-0.030363956545991888,0.4921790424741235,0.22708122278275567,0.19568033936151874,0.5128393584568429,-0.5546113159079271,-0.5585212525394354
