-1,12,197,10,100206
-1,2012,-41,1000,100307
-1,22,81,10,101107
-1,12,82,10,101915
-1,2002,61,1000,102311
-1,2002,19,1000,103818
-1,12,73,10,105115
-1,22,165,10,105620
-1,12,35,10,106521
-1,202,209,100,106824
-1,2002,60,1000,107018
-1,12,113,10,107321
-1,12,154,10,107422
-1,12,142,10,108222
-1,22,48,10,108323
-1,22,100,10,109325
-1,22,8,10,110411
-1,12,202,10,110613
-1,12,23,10,111312
-1,12,37,10,111413
-1,12,89,10,111716
-1,12,72,10,112920
-1,12,182,10,113316
-1,32,83,10,114318
-1,22,134,10,115219
-1,2012,-9,1000,115320
-1,2002,128,1000,116524
-1,2002,103,1000,117021
-1,12,205,10,117930
-1,2002,60,1000,118023
-1,12,30,10,118124
-1,12,132,10,118225
-1,12,196,10,119025
-1,12,167,10,119732
-1,12,55,10,120414
-1,42,80,10,121416
-1,202,11,100,122822
-1,12,199,10,123521
-1,12,194,10,123824
-1,12,74,10,125222
-1,22,38,10,126325
-1,12,7,10,127832
-1,12,207,10,128026
-1,12,52,10,128127
-1,12,64,10,128935
-1,12,174,10,130114
-1,12,44,10,130922
-1,22,85,10,131924
-1,12,65,10,133928
-1,202,201,100,134829
-1,12,34,10,135124
-1,12,166,10,137229
-1,12,169,10,139435
-1,12,3,10,139637
-1,2012,-136,1000,139839
-1,22,118,10,140925
-1,22,134,10,141119
-1,202,171,100,143224
-1,2002,19,1000,143325
-1,2002,130,1000,145632
-1,2002,61,1000,145834
-1,12,189,10,146129
-1,2022,-143,1000,146937
-1,22,68,10,147636
-1,12,91,10,147737
-1,42,80,10,148335
-1,12,63,10,148840
-1,22,158,10,149236
-1,212,-180,10,149842
-1,22,76,10,150726
-1,12,183,10,150928
-1,12,101,10,151526
-1,12,4,10,151627
-1,22,81,10,152831
-1,12,106,10,154330
-1,22,110,10,154936
-1,12,127,10,155231
-1,12,191,10,156435
-1,22,160,10,156536
-1,22,8,10,157336
-1,12,43,10,157942
-1,12,66,10,158136
-1,2012,-70,1000,159138
-1,2012,-136,10,159946
-1,22,129,10,160729
-1,12,115,10,160830
-1,12,28,10,161327
-1,212,-180,100,162935
-1,12,10,10,163432
-1,12,71,10,164030
-1,2002,130,1000,165638
-1,12,46,10,165840
-1,32,83,10,166640
-1,12,31,10,167036
-1,22,95,10,167440
-1,2002,59,1000,168947
-1,12,175,10,169040
-1,12,15,10,169343
-1,2002,99,1000,169444
-1,12,112,10,170934
-1,2012,-27,10,171532
-1,12,16,10,172534
-1,2002,92,1000,172938
-1,22,118,10,175035
-1,2012,-9,1000,175439
-1,22,68,10,176744
-1,12,150,10,176845
-1,12,204,10,177140
-1,202,53,100,178142
-1,12,193,10,178243
-1,12,114,10,178748
-1,22,77,10,178950
-1,12,121,10,180230
-1,12,93,10,180432
-1,12,139,10,180735
-1,12,141,10,185341
-1,12,155,10,185442
-1,22,151,10,186444
-1,2002,59,1000,186848
-1,12,79,10,187850
-1,22,45,10,188145
-1,32,83,10,191235
