-1,12,195,10,191942
-1,12,145,10,192136
-1,12,36,10,192540
-1,202,140,100,192641
-1,12,126,10,192843
-1,2012,-9,10,193239
-1,12,187,10,193845
-1,12,147,10,194746
-1,2002,22,1000,196144
-1,22,45,10,196952
-1,22,24,10,197550
-1,2002,103,1000,198047
-1,12,119,10,198350
-1,12,135,10,198855
-1,12,39,10,199150
-1,2012,-192,10,200513
-1,12,210,10,200917
-1,22,24,10,201111
-1,12,13,10,202820
-1,12,98,10,203418
-1,12,125,10,204016
-1,12,186,10,207123
-1,12,203,10,209329
-1,12,67,10,211316
-1,22,151,10,211619
-1,12,84,10,211720
-1,12,2,10,213017
-1,22,149,10,213522
-1,2002,22,1000,214019
-1,2012,-41,10,217429
-1,12,181,10,228434
-1,12,96,10,231928
-1,22,95,10,238033
-1,12,25,10,239136
-1,2012,-41,1000,255639
-1,202,171,100,255740
-1,12,1,10,257946
-1,12,170,10,274542
-1,12,198,10,275645
-1,2002,92,1000,280739
-1,22,208,10,280941
-1,212,-180,100,283543
-1,22,158,10,290136
-1,2012,-27,1000,297655
-1,12,6,10,298051
-1,2012,-70,1000,303624
-1,2012,-192,1000,308129
-1,12,17,10,310621
-1,2012,-27,1000,322224
-1,202,172,100,330324
-1,2012,-136,1000,341834
-1,2022,-143,10,346137
-1,22,161,10,348545
-1,22,38,10,351938
-1,12,122,10,355239
-1,12,87,10,361941
-1,12,33,10,371843
-1,12,94,10,377451
-1,12,184,10,378756
-1,2002,104,1000,385046
-1,12,102,10,386250
-1,12,105,10,389357
-1,22,149,10,395251
-1,2002,128,1000,395958
-1,2022,-143,1000,401422
-1,12,163,10,419239
-1,12,176,10,424939
-1,22,48,10,445543
-1,12,156,10,449753
-1,12,117,10,465852
-1,22,208,10,481042
-1,32,162,10,481951
-1,12,168,10,492754
-1,32,162,10,495255
-1,202,47,100,510225
-1,12,49,10,513130
-1,2012,-70,10,519950
-1,12,148,10,523032
-1,22,161,10,524135
-1,12,157,10,529549
-1,12,178,10,529953
-1,202,5,100,552544
-1,12,20,10,553344
-1,12,137,10,555348
-1,22,123,10,567961
-1,12,12,10,579665
-1,12,90,10,580044
-1,12,51,10,580347
-1,202,201,100,585256
-1,12,58,10,586460
-1,22,123,10,594156
-1,22,110,10,599469
-1,22,165,10,617748
-1,22,77,10,620434
-1,12,179,10,627852
-1,12,152,10,634748
-1,12,62,10,656253
-1,12,188,10,656657
-1,22,160,10,657659
-1,12,14,10,665254
-1,202,172,100,671855
-1,12,29,10,680957
-1,12,21,10,685058
-1,12,116,10,687163
-1,12,40,10,688569
-1,12,190,10,692964
-1,42,80,10,694362
-1,12,88,10,695768
-1,12,69,10,707749
-1,12,18,10,715647
-1,12,153,10,720337
-1,12,97,10,723141
-1,12,50,10,727553
-1,12,109,10,729254
-1,12,26,10,729557
-1,12,206,10,731140
-1,2012,-192,1000,749058
-1,22,111,10,749361
-1,22,85,10,751348
-1,12,164,10,767464
-1,12,131,10,769064
-1,12,54,10,771354
-1,32,162,10,773257
-1,12,146,10,815247
-1,202,140,100,825048
-1,12,42,10,827052
-1,22,111,10,833148
-1,12,159,10,845458
-1,12,124,10,857263
-1,12,57,10,867468
-1,12,133,10,869472
-1,12,107,10,872764
-1,2002,104,1000,878877
-1,12,120,10,882161
-1,202,11,100,884064
-1,12,32,10,885975
-1,202,209,100,886674
-1,202,5,100,887373
-1,202,53,100,899885
-1,2002,99,1000,901442
-1,22,76,10,910241
-1,12,138,10,917558
-1,22,100,10,922854
-1,12,173,10,926862
-1,12,78,10,930449
-1,2022,-143,10,942658
-1,12,86,10,947668
-1,12,144,10,952863
-1,12,108,10,959574
-1,12,75,10,969476
-1,22,129,10,971160
-1,12,200,10,972566
-1,12,185,10,973770
-1,42,80,10,978578
-1,12,56,10,991267
-1,12,177,10,993675
-1,202,47,100,996782
